match_id,radiant_win_lr_proba,radiant_win_gb_proba
56375,0.4,0.2
56385,0.16,0.14
56391,0.53,0.49
56398,0.41,0.47
56404,0.5,0.49
56418,0.96,0.93
56436,0.52,0.45
56456,0.84,0.77
56459,0.86,0.8
56467,0.38,0.55
56468,0.46,0.35
56469,0.89,0.81
56470,0.49,0.53
56472,0.77,0.62
56474,0.33,0.33
56476,0.32,0.31
56491,0.3,0.5
56493,0.47,0.5
56494,0.6,0.53
56496,0.68,0.56
56507,0.12,0.12
56516,0.16,0.28
56518,0.3,0.29
56520,0.68,0.79
56526,0.91,0.72
56528,0.74,0.77
56535,0.51,0.57
56553,0.81,0.73
56556,0.3,0.23
56578,0.32,0.39
56579,0.55,0.38
56581,0.55,0.64
56587,0.68,0.75
56589,0.59,0.29
56592,0.51,0.64
56594,0.33,0.56
56595,0.74,0.8
56628,0.62,0.76
56637,0.51,0.52
56640,0.59,0.48
56665,0.51,0.49
56668,0.31,0.43
56675,0.33,0.38
56676,0.3,0.42
56677,0.25,0.22
56681,0.25,0.36
56709,0.63,0.53
56745,0.78,0.75
56749,0.85,0.59
56758,0.26,0.38
56759,0.71,0.71
56760,0.4,0.42
56763,0.53,0.4
56770,0.83,0.54
56773,0.45,0.49
56776,0.65,0.47
56780,0.23,0.39
56789,0.53,0.47
56804,0.15,0.25
56813,0.8,0.84
56818,0.23,0.3
56820,0.72,0.67
56825,0.57,0.6
56838,0.49,0.42
56849,0.77,0.75
56851,0.6,0.56
56852,0.4,0.5
56891,0.66,0.75
56908,0.63,0.57
56925,0.26,0.54
56934,0.19,0.41
56935,0.32,0.34
56944,0.1,0.17
56947,0.79,0.51
56959,0.18,0.23
56972,0.32,0.57
56987,0.41,0.56
56989,0.54,0.51
57014,0.42,0.5
57018,0.58,0.57
57022,0.3,0.4
57040,0.72,0.64
57042,0.74,0.52
57044,0.76,0.71
57050,0.56,0.7
57056,0.05,0.13
57064,0.57,0.55
57065,0.5,0.56
57071,0.71,0.75
57074,0.46,0.48
57075,0.78,0.84
57078,0.88,0.85
57081,0.83,0.84
57088,0.85,0.86
57091,0.79,0.79
57092,0.28,0.55
57096,0.61,0.48
57097,0.47,0.54
57123,0.4,0.36
57125,0.73,0.61
57131,0.76,0.74
57134,0.68,0.57
57139,0.87,0.81
57145,0.4,0.44
57190,0.61,0.72
57203,0.19,0.24
57206,0.69,0.78
57209,0.69,0.48
57211,0.14,0.28
57212,0.47,0.6
57219,0.46,0.41
57222,0.79,0.41
57233,0.17,0.18
57243,0.71,0.76
57247,0.68,0.6
57249,0.17,0.21
57252,0.44,0.31
57278,0.81,0.79
57293,0.61,0.42
57308,0.1,0.31
57310,0.76,0.75
57313,0.13,0.3
57322,0.6,0.29
57323,0.36,0.42
57326,0.34,0.44
57336,0.52,0.54
57337,0.5,0.5
57343,0.6,0.45
57347,0.67,0.29
57351,0.79,0.7
57352,0.6,0.59
57358,0.32,0.27
57361,0.73,0.63
57368,0.28,0.35
57369,0.72,0.65
57374,0.56,0.59
57375,0.58,0.52
57382,0.32,0.52
57393,0.66,0.5
57410,0.48,0.42
57419,0.12,0.19
57421,0.72,0.48
57423,0.56,0.81
57430,0.14,0.35
57432,0.49,0.58
57441,0.59,0.62
57444,0.24,0.21
57445,0.72,0.72
57448,0.87,0.8
57459,0.64,0.6
57482,0.64,0.64
57489,0.14,0.19
57495,0.24,0.24
57507,0.58,0.63
57518,0.83,0.89
57521,0.68,0.57
57526,0.64,0.71
57531,0.54,0.42
57536,0.25,0.31
57538,0.48,0.58
57560,0.63,0.65
57568,0.5,0.35
57584,0.39,0.41
57585,0.73,0.67
57591,0.79,0.77
57603,0.73,0.63
57610,0.15,0.2
57614,0.38,0.45
57635,0.67,0.78
57640,0.82,0.58
57659,0.33,0.39
57673,0.25,0.39
57674,0.21,0.23
57678,0.56,0.66
57680,0.21,0.17
57685,0.17,0.18
57696,0.74,0.61
57700,0.22,0.24
57702,0.35,0.51
57703,0.56,0.56
57715,0.44,0.43
57720,0.86,0.84
57728,0.46,0.44
57734,0.74,0.67
57736,0.52,0.38
57739,0.73,0.77
57743,0.53,0.7
57752,0.79,0.53
57768,0.64,0.53
57770,0.56,0.55
57784,0.34,0.27
57787,0.8,0.73
57802,0.24,0.2
57806,0.7,0.79
57819,0.16,0.29
57821,0.24,0.35
57824,0.55,0.48
57841,0.08,0.13
57856,0.18,0.37
57861,0.03,0.07
57872,0.57,0.42
57873,0.84,0.75
57877,0.79,0.82
57885,0.81,0.86
57886,0.88,0.85
57902,0.7,0.73
57916,0.85,0.82
57935,0.4,0.42
57940,0.94,0.91
57941,0.44,0.65
57943,0.58,0.62
57945,0.7,0.63
57951,0.41,0.41
57954,0.33,0.34
57959,0.85,0.89
57961,0.76,0.54
57987,0.67,0.52
57997,0.29,0.26
58006,0.29,0.44
58009,0.38,0.3
58015,0.55,0.51
58016,0.48,0.58
58018,0.28,0.31
58019,0.37,0.33
58023,0.57,0.58
58046,0.64,0.35
58051,0.17,0.3
58056,0.69,0.59
58078,0.17,0.34
58088,0.73,0.56
58090,0.13,0.34
58091,0.46,0.48
58099,0.89,0.92
58101,0.54,0.73
58124,0.28,0.33
58153,0.33,0.41
58159,0.15,0.37
58172,0.77,0.75
58199,0.31,0.3
58200,0.15,0.19
58226,0.39,0.32
58227,0.18,0.3
58229,0.94,0.75
58233,0.15,0.16
58240,0.86,0.86
58241,0.54,0.48
58248,0.47,0.47
58277,0.56,0.5
58280,0.87,0.76
58289,0.28,0.32
58292,0.32,0.45
58302,0.8,0.64
58313,0.19,0.31
58318,0.48,0.57
58342,0.77,0.74
58344,0.75,0.79
58348,0.81,0.75
58350,0.25,0.4
58352,0.21,0.34
58353,0.59,0.68
58358,0.39,0.5
58366,0.55,0.62
58395,0.41,0.39
58400,0.42,0.54
58401,0.4,0.36
58402,0.35,0.53
58416,0.27,0.37
58435,0.33,0.35
58443,0.28,0.13
58444,0.3,0.39
58467,0.71,0.72
58468,0.29,0.39
58477,0.26,0.31
58481,0.74,0.47
58490,0.63,0.56
58495,0.76,0.77
58512,0.32,0.34
58519,0.35,0.33
58520,0.44,0.56
58525,0.77,0.51
58532,0.33,0.52
58545,0.13,0.24
58559,0.72,0.68
58562,0.53,0.43
58571,0.36,0.49
58583,0.92,0.89
58595,0.71,0.61
58596,0.65,0.67
58598,0.59,0.75
58626,0.91,0.83
58630,0.49,0.55
58633,0.77,0.75
58634,0.72,0.73
58646,0.52,0.64
58648,0.56,0.52
58650,0.49,0.43
58658,0.85,0.69
58660,0.34,0.55
58665,0.69,0.64
58669,0.27,0.27
58671,0.63,0.74
58695,0.53,0.63
58697,0.46,0.65
58709,0.34,0.41
58718,0.23,0.5
58723,0.21,0.37
58724,0.23,0.33
58740,0.59,0.78
58741,0.54,0.6
58743,0.87,0.86
58745,0.31,0.24
58746,0.45,0.53
58753,0.35,0.34
58762,0.4,0.37
58779,0.73,0.83
58788,0.34,0.39
58799,0.52,0.41
58800,0.5,0.45
58814,0.16,0.27
58822,0.82,0.82
58827,0.21,0.46
58829,0.67,0.61
58837,0.83,0.68
58853,0.46,0.46
58858,0.85,0.71
58860,0.43,0.55
58863,0.3,0.4
58868,0.4,0.49
58870,0.84,0.74
58876,0.23,0.38
58880,0.48,0.45
58884,0.36,0.61
58886,0.71,0.75
58887,0.37,0.48
58892,0.14,0.18
58893,0.38,0.4
58898,0.77,0.79
58907,0.42,0.57
58910,0.59,0.6
58918,0.57,0.56
58919,0.29,0.33
58924,0.37,0.34
58926,0.27,0.4
58929,0.55,0.57
58935,0.53,0.42
58937,0.48,0.35
58939,0.14,0.19
58943,0.57,0.54
58959,0.61,0.38
58960,0.81,0.76
58979,0.87,0.86
58994,0.74,0.53
58997,0.77,0.73
59010,0.62,0.56
59014,0.21,0.35
59016,0.27,0.29
59023,0.31,0.4
59038,0.89,0.78
59043,0.35,0.3
59050,0.74,0.55
59053,0.27,0.26
59056,0.4,0.49
59058,0.7,0.57
59067,0.49,0.6
59071,0.55,0.39
59073,0.14,0.14
59090,0.73,0.55
59092,0.78,0.39
59095,0.47,0.49
59117,0.63,0.69
59130,0.33,0.45
59132,0.57,0.62
59140,0.61,0.67
59155,0.9,0.73
59167,0.66,0.66
59179,0.47,0.34
59180,0.37,0.31
59186,0.66,0.49
59196,0.53,0.47
59200,0.42,0.34
59204,0.52,0.29
59211,0.7,0.72
59214,0.6,0.73
59216,0.47,0.46
59224,0.61,0.66
59226,0.4,0.38
59239,0.55,0.51
59250,0.62,0.7
59268,0.57,0.59
59281,0.66,0.74
59284,0.29,0.19
59287,0.31,0.33
59289,0.86,0.61
59298,0.45,0.31
59314,0.54,0.5
59320,0.46,0.58
59326,0.89,0.79
59328,0.48,0.37
59329,0.92,0.88
59330,0.44,0.54
59338,0.52,0.48
59344,0.63,0.59
59367,0.52,0.41
59369,0.8,0.79
59372,0.42,0.38
59373,0.36,0.45
59381,0.68,0.51
59392,0.53,0.41
59413,0.66,0.67
59417,0.35,0.39
59418,0.62,0.6
59426,0.51,0.41
59427,0.47,0.5
59431,0.7,0.5
59444,0.65,0.67
59447,0.38,0.26
59451,0.45,0.44
59452,0.59,0.63
59454,0.71,0.71
59460,0.49,0.3
59461,0.19,0.55
59464,0.8,0.85
59465,0.71,0.51
59481,0.37,0.48
59487,0.48,0.63
59489,0.31,0.25
59506,0.49,0.44
59508,0.82,0.64
59540,0.23,0.31
59544,0.74,0.79
59557,0.28,0.48
59559,0.16,0.27
59564,0.3,0.33
59568,0.56,0.45
59571,0.43,0.43
59582,0.41,0.57
59586,0.48,0.44
59587,0.9,0.76
59601,0.45,0.41
59604,0.88,0.86
59608,0.27,0.13
59613,0.58,0.48
59615,0.75,0.67
59618,0.45,0.43
59619,0.66,0.46
59620,0.21,0.34
59623,0.68,0.71
59624,0.24,0.46
59631,0.67,0.73
59633,0.23,0.36
59637,0.53,0.41
59650,0.62,0.6
59671,0.14,0.24
59677,0.69,0.59
59697,0.52,0.53
59707,0.57,0.55
59716,0.69,0.6
59724,0.64,0.86
59725,0.39,0.37
59727,0.75,0.75
59738,0.67,0.69
59739,0.53,0.57
59741,0.55,0.68
59748,0.78,0.5
59755,0.7,0.58
59773,0.66,0.74
59774,0.74,0.67
59796,0.33,0.38
59798,0.3,0.34
59804,0.3,0.57
59811,0.47,0.42
59812,0.32,0.28
59814,0.35,0.32
59832,0.74,0.76
59862,0.27,0.43
59863,0.73,0.62
59864,0.48,0.52
59871,0.28,0.3
59886,0.12,0.24
59901,0.45,0.52
59904,0.35,0.39
59924,0.43,0.37
59925,0.12,0.25
59928,0.38,0.33
59933,0.44,0.6
59937,0.22,0.22
59940,0.43,0.44
59949,0.31,0.5
59950,0.89,0.86
59967,0.47,0.34
59991,0.1,0.19
59992,0.29,0.42
60024,0.74,0.61
60025,0.57,0.54
60028,0.16,0.23
60035,0.75,0.67
60037,0.12,0.14
60048,0.62,0.5
60053,0.11,0.17
60060,0.34,0.43
60073,0.19,0.5
60076,0.65,0.54
60089,0.36,0.35
60099,0.8,0.9
60100,0.45,0.55
60115,0.24,0.35
60135,0.53,0.37
60138,0.41,0.29
60140,0.66,0.64
60147,0.66,0.61
60148,0.93,0.74
60153,0.18,0.5
60154,0.44,0.58
60174,0.19,0.19
60185,0.13,0.25
60188,0.64,0.63
60191,0.2,0.21
60195,0.66,0.64
60211,0.59,0.51
60220,0.19,0.26
60233,0.54,0.62
60235,0.77,0.72
60242,0.41,0.43
60249,0.53,0.59
60253,0.49,0.41
60254,0.57,0.63
60264,0.42,0.41
60266,0.89,0.88
60268,0.35,0.48
60272,0.9,0.84
60284,0.37,0.46
60287,0.39,0.44
60299,0.71,0.6
60310,0.51,0.47
60314,0.58,0.48
60315,0.23,0.35
60328,0.45,0.58
60330,0.13,0.23
60334,0.64,0.65
60335,0.48,0.57
60338,0.54,0.6
60352,0.55,0.4
60366,0.38,0.35
60375,0.4,0.43
60376,0.18,0.29
60378,0.75,0.55
60381,0.81,0.74
60387,0.36,0.5
60392,0.4,0.49
60398,0.16,0.26
60406,0.29,0.44
60418,0.67,0.34
60433,0.5,0.4
60445,0.58,0.43
60450,0.48,0.55
60456,0.22,0.17
60462,0.37,0.33
60466,0.35,0.55
60473,0.82,0.81
60483,0.89,0.9
60488,0.47,0.37
60499,0.71,0.66
60501,0.5,0.59
60505,0.24,0.25
60514,0.66,0.59
60518,0.75,0.65
60519,0.44,0.5
60530,0.39,0.42
60540,0.33,0.34
60548,0.58,0.36
60553,0.37,0.47
60556,0.87,0.83
60558,0.67,0.67
60559,0.56,0.51
60561,0.26,0.31
60575,0.74,0.59
60576,0.25,0.28
60581,0.23,0.21
60585,0.38,0.38
60586,0.32,0.27
60593,0.52,0.52
60594,0.76,0.7
60599,0.29,0.39
60600,0.27,0.41
60615,0.81,0.85
60624,0.18,0.32
60628,0.76,0.75
60629,0.61,0.65
60639,0.31,0.48
60641,0.72,0.69
60644,0.52,0.7
60649,0.3,0.38
60665,0.46,0.58
60666,0.74,0.56
60668,0.83,0.84
60671,0.45,0.6
60673,0.72,0.73
60686,0.39,0.37
60703,0.57,0.7
60714,0.29,0.24
60717,0.53,0.58
60725,0.51,0.65
60730,0.72,0.53
60739,0.58,0.67
60745,0.54,0.57
60753,0.19,0.28
60754,0.5,0.64
60761,0.09,0.11
60770,0.72,0.53
60776,0.41,0.28
60786,0.78,0.56
60793,0.22,0.35
60797,0.38,0.35
60801,0.51,0.5
60803,0.44,0.52
60813,0.67,0.58
60816,0.37,0.4
60818,0.49,0.51
60825,0.45,0.45
60834,0.58,0.63
60839,0.72,0.76
60850,0.17,0.37
60851,0.67,0.61
60867,0.67,0.63
60870,0.37,0.32
60875,0.64,0.71
60879,0.09,0.25
60882,0.78,0.8
60892,0.73,0.56
60897,0.76,0.79
60899,0.6,0.69
60906,0.64,0.54
60918,0.74,0.6
60922,0.26,0.42
60923,0.13,0.14
60931,0.33,0.17
60933,0.36,0.24
60935,0.64,0.39
60945,0.66,0.66
60983,0.3,0.32
60986,0.79,0.66
60987,0.3,0.34
60990,0.59,0.54
60994,0.68,0.62
60996,0.42,0.45
60997,0.33,0.19
61002,0.82,0.79
61006,0.87,0.83
61008,0.4,0.46
61011,0.46,0.5
61014,0.29,0.32
61024,0.26,0.31
61027,0.11,0.2
61036,0.63,0.6
61039,0.4,0.35
61043,0.75,0.51
61044,0.39,0.32
61055,0.54,0.7
61067,0.24,0.26
61071,0.56,0.51
61076,0.57,0.66
61087,0.26,0.27
61098,0.53,0.66
61104,0.18,0.12
61123,0.84,0.7
61129,0.45,0.33
61130,0.43,0.39
61140,0.52,0.51
61147,0.28,0.48
61161,0.56,0.68
61166,0.27,0.32
61168,0.52,0.48
61171,0.51,0.48
61179,0.8,0.7
61192,0.73,0.77
61203,0.47,0.65
61208,0.69,0.67
61221,0.44,0.47
61224,0.2,0.29
61228,0.17,0.25
61234,0.27,0.27
61246,0.25,0.17
61247,0.5,0.51
61267,0.19,0.3
61269,0.57,0.49
61281,0.3,0.32
61303,0.45,0.38
61311,0.53,0.22
61316,0.81,0.64
61335,0.48,0.58
61349,0.31,0.24
61351,0.43,0.51
61356,0.37,0.42
61364,0.78,0.62
61366,0.36,0.56
61367,0.72,0.75
61370,0.77,0.77
61402,0.49,0.39
61410,0.32,0.43
61433,0.37,0.52
61438,0.27,0.42
61439,0.58,0.43
61441,0.63,0.67
61448,0.18,0.22
61457,0.57,0.42
61459,0.5,0.39
61476,0.25,0.29
61481,0.17,0.2
61486,0.37,0.6
61499,0.58,0.74
61508,0.51,0.6
61521,0.63,0.42
61531,0.31,0.36
61537,0.3,0.46
61547,0.36,0.41
61548,0.36,0.42
61552,0.78,0.85
61570,0.65,0.63
61571,0.59,0.44
61581,0.55,0.59
61601,0.46,0.52
61602,0.11,0.18
61604,0.21,0.3
61614,0.59,0.62
61616,0.62,0.64
61620,0.61,0.54
61640,0.5,0.54
61649,0.59,0.61
61651,0.83,0.79
61653,0.37,0.38
61656,0.59,0.42
61664,0.7,0.66
61674,0.23,0.2
61682,0.25,0.28
61683,0.57,0.37
61687,0.65,0.66
61694,0.28,0.32
61700,0.87,0.8
61711,0.39,0.23
61712,0.31,0.33
61714,0.83,0.77
61716,0.32,0.46
61722,0.21,0.25
61726,0.47,0.4
61747,0.52,0.44
61748,0.37,0.45
61753,0.59,0.53
61778,0.51,0.62
61800,0.89,0.86
61805,0.8,0.49
61815,0.25,0.19
61816,0.66,0.59
61820,0.91,0.84
61821,0.74,0.61
61831,0.63,0.63
61837,0.91,0.81
61857,0.36,0.3
61860,0.56,0.63
61874,0.91,0.84
61876,0.35,0.31
61884,0.17,0.29
61888,0.63,0.62
61897,0.23,0.23
61900,0.7,0.71
61907,0.4,0.39
61910,0.65,0.54
61919,0.52,0.7
61923,0.65,0.6
61930,0.29,0.21
61932,0.2,0.42
61941,0.51,0.51
61943,0.65,0.59
61948,0.26,0.22
61950,0.6,0.47
61962,0.68,0.57
61967,0.51,0.48
61974,0.42,0.49
61980,0.43,0.64
61996,0.4,0.49
62003,0.43,0.56
62008,0.81,0.78
62009,0.87,0.8
62044,0.25,0.3
62049,0.35,0.38
62057,0.4,0.43
62059,0.1,0.12
62075,0.34,0.33
62080,0.63,0.41
62082,0.19,0.25
62093,0.51,0.41
62096,0.69,0.6
62104,0.51,0.5
62114,0.6,0.65
62127,0.49,0.37
62129,0.3,0.51
62130,0.5,0.54
62138,0.55,0.76
62146,0.74,0.58
62152,0.36,0.48
62158,0.33,0.53
62166,0.59,0.65
62179,0.45,0.26
62208,0.21,0.32
62209,0.39,0.51
62213,0.52,0.52
62216,0.48,0.54
62223,0.83,0.86
62228,0.13,0.19
62255,0.43,0.47
62256,0.36,0.61
62273,0.62,0.6
62276,0.34,0.38
62282,0.72,0.7
62306,0.78,0.87
62308,0.5,0.44
62309,0.47,0.49
62315,0.78,0.77
62321,0.24,0.26
62323,0.62,0.71
62324,0.58,0.7
62328,0.24,0.24
62331,0.66,0.56
62337,0.58,0.62
62343,0.42,0.37
62350,0.79,0.71
62351,0.43,0.38
62354,0.7,0.49
62356,0.13,0.25
62359,0.24,0.37
62369,0.56,0.51
62387,0.47,0.46
62388,0.16,0.25
62390,0.63,0.62
62391,0.76,0.63
62406,0.63,0.4
62421,0.88,0.85
62435,0.44,0.59
62436,0.74,0.62
62449,0.16,0.34
62451,0.64,0.65
62454,0.57,0.55
62462,0.84,0.7
62470,0.46,0.45
62477,0.69,0.71
62487,0.5,0.47
62488,0.51,0.51
62504,0.21,0.56
62507,0.44,0.41
62536,0.25,0.44
62549,0.63,0.61
62555,0.56,0.56
62556,0.26,0.35
62558,0.47,0.49
62559,0.76,0.6
62562,0.73,0.63
62586,0.25,0.34
62590,0.87,0.82
62593,0.82,0.66
62604,0.38,0.35
62612,0.36,0.45
62618,0.66,0.62
62624,0.51,0.37
62626,0.58,0.71
62632,0.29,0.42
62638,0.22,0.35
62651,0.73,0.65
62673,0.5,0.46
62689,0.22,0.2
62692,0.19,0.24
62699,0.31,0.42
62701,0.46,0.46
62707,0.63,0.52
62712,0.83,0.75
62721,0.19,0.25
62734,0.46,0.52
62738,0.28,0.28
62752,0.56,0.54
62754,0.53,0.46
62761,0.58,0.43
62769,0.36,0.63
62773,0.63,0.74
62774,0.26,0.4
62780,0.27,0.5
62789,0.78,0.64
62793,0.65,0.51
62806,0.31,0.51
62807,0.2,0.23
62809,0.61,0.57
62825,0.51,0.57
62833,0.48,0.44
62840,0.13,0.4
62844,0.52,0.65
62855,0.76,0.71
62866,0.53,0.64
62876,0.6,0.5
62879,0.34,0.38
62880,0.5,0.48
62892,0.83,0.7
62899,0.81,0.85
62923,0.77,0.51
62927,0.85,0.78
62928,0.59,0.54
62929,0.71,0.64
62932,0.66,0.67
62943,0.75,0.59
62946,0.71,0.69
62949,0.39,0.63
62959,0.7,0.59
62969,0.48,0.67
62973,0.56,0.42
62976,0.56,0.59
62978,0.47,0.48
62996,0.48,0.44
63008,0.32,0.63
63031,0.39,0.47
63037,0.83,0.77
63038,0.73,0.75
63055,0.52,0.58
63062,0.28,0.39
63083,0.46,0.27
63086,0.06,0.07
63089,0.4,0.66
63094,0.32,0.3
63095,0.26,0.32
63097,0.54,0.32
63104,0.67,0.79
63105,0.17,0.31
63113,0.9,0.81
63128,0.63,0.53
63141,0.54,0.61
63150,0.26,0.31
63157,0.38,0.33
63164,0.53,0.56
63166,0.83,0.72
63183,0.45,0.49
63187,0.39,0.49
63190,0.76,0.65
63204,0.28,0.28
63219,0.33,0.35
63225,0.36,0.31
63228,0.66,0.57
63243,0.55,0.42
63245,0.35,0.36
63251,0.41,0.53
63268,0.78,0.75
63276,0.63,0.5
63279,0.15,0.17
63283,0.64,0.61
63289,0.81,0.73
63291,0.2,0.26
63292,0.29,0.32
63295,0.34,0.29
63300,0.49,0.32
63302,0.6,0.51
63305,0.47,0.44
63316,0.42,0.33
63319,0.32,0.56
63320,0.67,0.58
63327,0.81,0.55
63328,0.64,0.6
63339,0.32,0.44
63343,0.57,0.49
63344,0.79,0.83
63348,0.37,0.35
63349,0.58,0.56
63377,0.51,0.67
63378,0.55,0.65
63388,0.87,0.82
63401,0.24,0.33
63402,0.49,0.55
63404,0.7,0.65
63407,0.51,0.37
63416,0.76,0.72
63460,0.55,0.43
63462,0.45,0.32
63463,0.42,0.29
63465,0.58,0.64
63472,0.2,0.18
63491,0.51,0.43
63498,0.23,0.28
63505,0.55,0.37
63507,0.08,0.32
63512,0.75,0.61
63513,0.7,0.59
63514,0.32,0.22
63519,0.6,0.66
63521,0.43,0.48
63528,0.57,0.43
63531,0.26,0.32
63550,0.21,0.35
63554,0.59,0.64
63556,0.38,0.42
63563,0.33,0.27
63566,0.93,0.81
63583,0.86,0.78
63592,0.05,0.05
63595,0.84,0.68
63598,0.69,0.75
63602,0.46,0.52
63612,0.32,0.38
63620,0.3,0.24
63634,0.17,0.26
63636,0.73,0.46
63653,0.88,0.81
63655,0.33,0.36
63660,0.34,0.39
63661,0.44,0.52
63664,0.97,0.91
63665,0.15,0.22
63669,0.65,0.44
63671,0.15,0.31
63682,0.51,0.47
63697,0.27,0.3
63698,0.83,0.64
63701,0.68,0.51
63722,0.32,0.44
63727,0.41,0.46
63733,0.84,0.85
63745,0.66,0.51
63747,0.93,0.9
63752,0.75,0.55
63754,0.33,0.39
63760,0.29,0.41
63769,0.53,0.62
63777,0.57,0.59
63787,0.64,0.62
63790,0.5,0.46
63792,0.8,0.85
63808,0.62,0.48
63813,0.51,0.55
63828,0.79,0.84
63832,0.75,0.73
63841,0.36,0.33
63849,0.84,0.77
63850,0.26,0.39
63852,0.12,0.26
63857,0.5,0.53
63862,0.82,0.72
63870,0.27,0.29
63886,0.45,0.47
63888,0.54,0.43
63890,0.47,0.47
63891,0.2,0.12
63907,0.41,0.41
63932,0.22,0.15
63942,0.62,0.55
63943,0.84,0.78
63947,0.46,0.6
63948,0.33,0.49
63954,0.3,0.47
63957,0.52,0.71
63961,0.59,0.63
63962,0.28,0.4
63969,0.44,0.37
63971,0.62,0.68
63975,0.27,0.38
63976,0.43,0.37
63997,0.65,0.84
64021,0.22,0.29
64028,0.42,0.53
64030,0.92,0.71
64032,0.49,0.46
64040,0.79,0.63
64043,0.68,0.44
64057,0.7,0.56
64072,0.7,0.71
64084,0.62,0.59
64087,0.6,0.41
64096,0.67,0.7
64110,0.4,0.48
64115,0.63,0.53
64117,0.89,0.71
64161,0.32,0.51
64162,0.3,0.3
64178,0.58,0.52
64185,0.73,0.63
64196,0.49,0.48
64217,0.36,0.35
64221,0.35,0.45
64236,0.63,0.73
64245,0.67,0.62
64255,0.46,0.57
64261,0.82,0.69
64262,0.61,0.5
64264,0.61,0.46
64269,0.36,0.44
64270,0.43,0.46
64271,0.75,0.75
64285,0.29,0.32
64287,0.6,0.35
64298,0.32,0.4
64304,0.28,0.35
64306,0.66,0.55
64309,0.55,0.42
64311,0.18,0.42
64333,0.55,0.48
64336,0.68,0.6
64344,0.8,0.65
64355,0.56,0.39
64360,0.93,0.89
64368,0.79,0.83
64371,0.42,0.47
64373,0.79,0.54
64375,0.52,0.44
64382,0.62,0.55
64392,0.23,0.26
64402,0.06,0.11
64429,0.28,0.29
64431,0.23,0.32
64434,0.44,0.59
64440,0.29,0.43
64441,0.19,0.3
64443,0.33,0.34
64455,0.19,0.38
64473,0.78,0.87
64500,0.29,0.21
64502,0.78,0.58
64505,0.56,0.61
64518,0.62,0.41
64520,0.38,0.43
64523,0.44,0.35
64525,0.43,0.41
64527,0.34,0.42
64528,0.68,0.8
64532,0.07,0.27
64545,0.25,0.4
64562,0.24,0.24
64566,0.56,0.54
64568,0.5,0.47
64572,0.41,0.48
64576,0.18,0.46
64584,0.67,0.81
64611,0.22,0.35
64628,0.61,0.64
64637,0.58,0.61
64639,0.37,0.47
64642,0.34,0.57
64647,0.58,0.47
64649,0.57,0.6
64653,0.75,0.61
64654,0.9,0.88
64655,0.75,0.69
64664,0.67,0.66
64668,0.3,0.42
64669,0.52,0.58
64680,0.52,0.38
64710,0.62,0.7
64719,0.57,0.56
64722,0.67,0.59
64725,0.37,0.56
64728,0.4,0.37
64732,0.8,0.66
64733,0.46,0.34
64742,0.8,0.7
64747,0.58,0.45
64751,0.59,0.41
64766,0.65,0.42
64794,0.49,0.59
64796,0.57,0.51
64800,0.84,0.75
64805,0.71,0.62
64817,0.44,0.65
64832,0.74,0.79
64838,0.1,0.16
64839,0.51,0.68
64843,0.79,0.69
64848,0.39,0.59
64857,0.45,0.46
64858,0.45,0.42
64859,0.84,0.71
64861,0.76,0.65
64874,0.69,0.78
64908,0.62,0.53
64909,0.69,0.69
64917,0.64,0.61
64923,0.26,0.19
64928,0.62,0.54
64929,0.74,0.65
64931,0.9,0.83
64933,0.59,0.54
64946,0.39,0.32
64955,0.63,0.66
64958,0.6,0.6
64986,0.64,0.48
65001,0.37,0.48
65007,0.9,0.8
65013,0.72,0.65
65025,0.49,0.47
65037,0.51,0.48
65044,0.75,0.77
65060,0.44,0.45
65072,0.75,0.67
65074,0.53,0.68
65079,0.52,0.54
65087,0.89,0.85
65092,0.72,0.77
65094,0.88,0.7
65098,0.46,0.37
65106,0.52,0.37
65110,0.48,0.44
65145,0.32,0.32
65148,0.57,0.65
65164,0.62,0.56
65168,0.27,0.42
65169,0.31,0.39
65175,0.87,0.77
65201,0.91,0.8
65206,0.65,0.54
65216,0.28,0.46
65223,0.12,0.34
65229,0.48,0.53
65230,0.8,0.65
65247,0.76,0.62
65272,0.39,0.31
65288,0.91,0.77
65290,0.24,0.19
65294,0.86,0.71
65299,0.52,0.4
65307,0.52,0.44
65324,0.67,0.65
65377,0.6,0.57
65407,0.41,0.44
65408,0.85,0.81
65413,0.37,0.27
65414,0.88,0.78
65415,0.87,0.71
65435,0.36,0.44
65478,0.15,0.33
65488,0.45,0.51
65491,0.86,0.73
65497,0.43,0.33
65500,0.15,0.32
65522,0.23,0.32
65524,0.79,0.79
65533,0.48,0.31
65536,0.73,0.62
65541,0.62,0.5
65546,0.21,0.28
65547,0.13,0.24
65553,0.38,0.44
65554,0.41,0.42
65555,0.4,0.39
65557,0.55,0.58
65559,0.17,0.24
65566,0.62,0.53
65573,0.71,0.72
65585,0.81,0.73
65590,0.68,0.65
65593,0.28,0.52
65599,0.31,0.65
65611,0.47,0.72
65615,0.43,0.37
65621,0.66,0.74
65622,0.79,0.7
65625,0.41,0.42
65627,0.55,0.67
65649,0.45,0.62
65660,0.58,0.62
65662,0.37,0.48
65668,0.31,0.39
65691,0.12,0.13
65698,0.65,0.65
65711,0.48,0.38
65721,0.82,0.73
65723,0.35,0.38
65726,0.2,0.2
65730,0.31,0.59
65738,0.62,0.45
65747,0.28,0.42
65748,0.57,0.5
